season,week,seasonType,poll,team,rank,poll_priority
2011,5,regular,AP Top 25,Alabama,3,2.0
2011,5,regular,AP Top 25,Arizona State,25,2.0
2011,5,regular,AP Top 25,Arkansas,18,2.0
2011,5,regular,AP Top 25,Baylor,15,2.0
2011,5,regular,AP Top 25,Boise State,4,2.0
2011,5,regular,AP Top 25,Clemson,13,2.0
2011,5,regular,AP Top 25,Florida,12,2.0
2011,5,regular,AP Top 25,Florida State,23,2.0
2011,5,regular,AP Top 25,Georgia Tech,21,2.0
2011,5,regular,AP Top 25,Illinois,24,2.0
2011,5,regular,AP Top 25,LSU,1,2.0
2011,5,regular,AP Top 25,Michigan,19,2.0
2011,5,regular,AP Top 25,Nebraska,8,2.0
2011,5,regular,AP Top 25,Oklahoma,2,2.0
2011,5,regular,AP Top 25,Oklahoma State,5,2.0
2011,5,regular,AP Top 25,Oregon,9,2.0
2011,5,regular,AP Top 25,South Carolina,10,2.0
2011,5,regular,AP Top 25,South Florida,16,2.0
2011,5,regular,AP Top 25,Stanford,6,2.0
2011,5,regular,AP Top 25,TCU,20,2.0
2011,5,regular,AP Top 25,Texas,17,2.0
2011,5,regular,AP Top 25,Texas A&M,14,2.0
2011,5,regular,AP Top 25,Virginia Tech,11,2.0
2011,5,regular,AP Top 25,West Virginia,22,2.0
2011,5,regular,AP Top 25,Wisconsin,7,2.0
2011,6,regular,AP Top 25,Alabama,2,2.0
2011,6,regular,AP Top 25,Arizona State,22,2.0
2011,6,regular,AP Top 25,Arkansas,10,2.0
2011,6,regular,AP Top 25,Auburn,15,2.0
2011,6,regular,AP Top 25,Baylor,25,2.0
2011,6,regular,AP Top 25,Boise State,5,2.0
2011,6,regular,AP Top 25,Clemson,8,2.0
2011,6,regular,AP Top 25,Florida,17,2.0
2011,6,regular,AP Top 25,Florida State,23,2.0
2011,6,regular,AP Top 25,Georgia Tech,13,2.0
2011,6,regular,AP Top 25,Illinois,19,2.0
2011,6,regular,AP Top 25,Kansas State,20,2.0
2011,6,regular,AP Top 25,LSU,1,2.0
2011,6,regular,AP Top 25,Michigan,12,2.0
2011,6,regular,AP Top 25,Nebraska,14,2.0
2011,6,regular,AP Top 25,Oklahoma,3,2.0
2011,6,regular,AP Top 25,Oklahoma State,6,2.0
2011,6,regular,AP Top 25,Oregon,9,2.0
2011,6,regular,AP Top 25,South Carolina,18,2.0
2011,6,regular,AP Top 25,Stanford,7,2.0
2011,6,regular,AP Top 25,Texas,11,2.0
2011,6,regular,AP Top 25,Texas A&M,24,2.0
2011,6,regular,AP Top 25,Virginia Tech,21,2.0
2011,6,regular,AP Top 25,West Virginia,16,2.0
2011,6,regular,AP Top 25,Wisconsin,4,2.0
2011,7,regular,AP Top 25,Alabama,2,2.0
2011,7,regular,AP Top 25,Arizona State,18,2.0
2011,7,regular,AP Top 25,Arkansas,10,2.0
2011,7,regular,AP Top 25,Auburn,24,2.0
2011,7,regular,AP Top 25,Baylor,20,2.0
2011,7,regular,AP Top 25,Boise State,5,2.0
2011,7,regular,AP Top 25,Clemson,8,2.0
2011,7,regular,AP Top 25,Georgia Tech,12,2.0
2011,7,regular,AP Top 25,Houston,25,2.0
2011,7,regular,AP Top 25,Illinois,16,2.0
2011,7,regular,AP Top 25,Kansas State,17,2.0
2011,7,regular,AP Top 25,LSU,1,2.0
2011,7,regular,AP Top 25,Michigan,11,2.0
2011,7,regular,AP Top 25,Michigan State,23,2.0
2011,7,regular,AP Top 25,Nebraska,14,2.0
2011,7,regular,AP Top 25,Oklahoma,3,2.0
2011,7,regular,AP Top 25,Oklahoma State,6,2.0
2011,7,regular,AP Top 25,Oregon,9,2.0
2011,7,regular,AP Top 25,South Carolina,15,2.0
2011,7,regular,AP Top 25,Stanford,7,2.0
2011,7,regular,AP Top 25,Texas,22,2.0
2011,7,regular,AP Top 25,Texas A&M,21,2.0
2011,7,regular,AP Top 25,Virginia Tech,19,2.0
2011,7,regular,AP Top 25,West Virginia,13,2.0
2011,7,regular,AP Top 25,Wisconsin,4,2.0
2011,8,regular,AP Top 25,Alabama,2,2.0
2011,8,regular,AP Top 25,Arizona State,24,2.0
2011,8,regular,AP Top 25,Arkansas,10,2.0
2011,8,regular,AP Top 25,Auburn,19,2.0
2011,8,regular,AP Top 25,Boise State,5,2.0
2011,8,regular,AP Top 25,Clemson,8,2.0
2011,8,regular,AP Top 25,Georgia,24,2.0
2011,8,regular,AP Top 25,Georgia Tech,20,2.0
2011,8,regular,AP Top 25,Houston,21,2.0
2011,8,regular,AP Top 25,Illinois,23,2.0
2011,8,regular,AP Top 25,Kansas State,12,2.0
2011,8,regular,AP Top 25,LSU,1,2.0
2011,8,regular,AP Top 25,Michigan,18,2.0
2011,8,regular,AP Top 25,Michigan State,15,2.0
2011,8,regular,AP Top 25,Nebraska,13,2.0
2011,8,regular,AP Top 25,Oklahoma,3,2.0
2011,8,regular,AP Top 25,Oklahoma State,6,2.0
2011,8,regular,AP Top 25,Oregon,9,2.0
2011,8,regular,AP Top 25,South Carolina,14,2.0
2011,8,regular,AP Top 25,Stanford,7,2.0
2011,8,regular,AP Top 25,Texas A&M,17,2.0
2011,8,regular,AP Top 25,Virginia Tech,16,2.0
2011,8,regular,AP Top 25,Washington,22,2.0
2011,8,regular,AP Top 25,West Virginia,11,2.0
2011,8,regular,AP Top 25,Wisconsin,4,2.0
2011,9,regular,AP Top 25,Alabama,2,2.0
2011,9,regular,AP Top 25,Arizona State,23,2.0
2011,9,regular,AP Top 25,Arkansas,8,2.0
2011,9,regular,AP Top 25,Boise State,5,2.0
2011,9,regular,AP Top 25,Cincinnati,24,2.0
2011,9,regular,AP Top 25,Clemson,6,2.0
2011,9,regular,AP Top 25,Georgia,22,2.0
2011,9,regular,AP Top 25,Houston,18,2.0
2011,9,regular,AP Top 25,Kansas State,10,2.0
2011,9,regular,AP Top 25,LSU,1,2.0
2011,9,regular,AP Top 25,Michigan,17,2.0
2011,9,regular,AP Top 25,Michigan State,9,2.0
2011,9,regular,AP Top 25,Nebraska,13,2.0
2011,9,regular,AP Top 25,Oklahoma,11,2.0
2011,9,regular,AP Top 25,Oklahoma State,3,2.0
2011,9,regular,AP Top 25,Oregon,7,2.0
2011,9,regular,AP Top 25,Penn State,21,2.0
2011,9,regular,AP Top 25,South Carolina,14,2.0
2011,9,regular,AP Top 25,Stanford,4,2.0
2011,9,regular,AP Top 25,Texas A&M,16,2.0
2011,9,regular,AP Top 25,Texas Tech,19,2.0
2011,9,regular,AP Top 25,USC,20,2.0
2011,9,regular,AP Top 25,Virginia Tech,15,2.0
2011,9,regular,AP Top 25,West Virginia,25,2.0
2011,9,regular,AP Top 25,Wisconsin,12,2.0
2011,10,regular,AP Top 25,Alabama,2,2.0
2011,10,regular,AP Top 25,Arizona State,20,2.0
2011,10,regular,AP Top 25,Arkansas,8,2.0
2011,10,regular,AP Top 25,Auburn,25,2.0
2011,10,regular,AP Top 25,Boise State,5,2.0
2011,10,regular,AP Top 25,Cincinnati,23,2.0
2011,10,regular,AP Top 25,Clemson,11,2.0
2011,10,regular,AP Top 25,Georgia,18,2.0
2011,10,regular,AP Top 25,Georgia Tech,22,2.0
2011,10,regular,AP Top 25,Houston,14,2.0
2011,10,regular,AP Top 25,Kansas State,17,2.0
2011,10,regular,AP Top 25,LSU,1,2.0
2011,10,regular,AP Top 25,Michigan,13,2.0
2011,10,regular,AP Top 25,Michigan State,15,2.0
2011,10,regular,AP Top 25,Nebraska,9,2.0
2011,10,regular,AP Top 25,Oklahoma,7,2.0
2011,10,regular,AP Top 25,Oklahoma State,3,2.0
2011,10,regular,AP Top 25,Oregon,6,2.0
2011,10,regular,AP Top 25,Penn State,16,2.0
2011,10,regular,AP Top 25,South Carolina,10,2.0
2011,10,regular,AP Top 25,Stanford,4,2.0
2011,10,regular,AP Top 25,USC,21,2.0
2011,10,regular,AP Top 25,Virginia Tech,12,2.0
2011,10,regular,AP Top 25,West Virginia,24,2.0
2011,10,regular,AP Top 25,Wisconsin,19,2.0
2011,11,regular,AP Top 25,Alabama,4,2.0
2011,11,regular,AP Top 25,Arkansas,8,2.0
2011,11,regular,AP Top 25,Auburn,24,2.0
2011,11,regular,AP Top 25,Boise State,5,2.0
2011,11,regular,AP Top 25,Cincinnati,23,2.0
2011,11,regular,AP Top 25,Clemson,9,2.0
2011,11,regular,AP Top 25,Georgia,14,2.0
2011,11,regular,AP Top 25,Georgia Tech,20,2.0
2011,11,regular,AP Top 25,Houston,11,2.0
2011,11,regular,AP Top 25,Kansas State,17,2.0
2011,11,regular,AP Top 25,LSU,1,2.0
2011,11,regular,AP Top 25,Michigan,22,2.0
2011,11,regular,AP Top 25,Michigan State,13,2.0
2011,11,regular,AP Top 25,Nebraska,19,2.0
2011,11,regular,AP Top 25,Oklahoma,7,2.0
2011,11,regular,AP Top 25,Oklahoma State,2,2.0
2011,11,regular,AP Top 25,Oregon,6,2.0
2011,11,regular,AP Top 25,Penn State,12,2.0
2011,11,regular,AP Top 25,South Carolina,15,2.0
2011,11,regular,AP Top 25,Southern Miss,25,2.0
2011,11,regular,AP Top 25,Stanford,3,2.0
2011,11,regular,AP Top 25,Texas,21,2.0
2011,11,regular,AP Top 25,USC,18,2.0
2011,11,regular,AP Top 25,Virginia Tech,10,2.0
2011,11,regular,AP Top 25,Wisconsin,16,2.0
2011,12,regular,AP Top 25,Alabama,3,2.0
2011,12,regular,AP Top 25,Arkansas,6,2.0
2011,12,regular,AP Top 25,Baylor,25,2.0
2011,12,regular,AP Top 25,Boise State,10,2.0
2011,12,regular,AP Top 25,Clemson,7,2.0
2011,12,regular,AP Top 25,Florida State,23,2.0
2011,12,regular,AP Top 25,Georgia,13,2.0
2011,12,regular,AP Top 25,Houston,11,2.0
2011,12,regular,AP Top 25,Kansas State,16,2.0
2011,12,regular,AP Top 25,LSU,1,2.0
2011,12,regular,AP Top 25,Michigan,20,2.0
2011,12,regular,AP Top 25,Michigan State,12,2.0
2011,12,regular,AP Top 25,Nebraska,17,2.0
2011,12,regular,AP Top 25,Notre Dame,24,2.0
2011,12,regular,AP Top 25,Oklahoma,5,2.0
2011,12,regular,AP Top 25,Oklahoma State,2,2.0
2011,12,regular,AP Top 25,Oregon,4,2.0
2011,12,regular,AP Top 25,Penn State,21,2.0
2011,12,regular,AP Top 25,South Carolina,14,2.0
2011,12,regular,AP Top 25,Southern Miss,22,2.0
2011,12,regular,AP Top 25,Stanford,8,2.0
2011,12,regular,AP Top 25,TCU,19,2.0
2011,12,regular,AP Top 25,USC,18,2.0
2011,12,regular,AP Top 25,Virginia Tech,9,2.0
2011,12,regular,AP Top 25,Wisconsin,15,2.0
2011,13,regular,AP Top 25,Alabama,2,2.0
2011,13,regular,AP Top 25,Arkansas,3,2.0
2011,13,regular,AP Top 25,Baylor,21,2.0
2011,13,regular,AP Top 25,Boise State,7,2.0
2011,13,regular,AP Top 25,Clemson,18,2.0
2011,13,regular,AP Top 25,Georgia,13,2.0
2011,13,regular,AP Top 25,Georgia Tech,25,2.0
2011,13,regular,AP Top 25,Houston,8,2.0
2011,13,regular,AP Top 25,Kansas State,16,2.0
2011,13,regular,AP Top 25,LSU,1,2.0
2011,13,regular,AP Top 25,Michigan,17,2.0
2011,13,regular,AP Top 25,Michigan State,11,2.0
2011,13,regular,AP Top 25,Nebraska,22,2.0
2011,13,regular,AP Top 25,Notre Dame,22,2.0
2011,13,regular,AP Top 25,Oklahoma,12,2.0
2011,13,regular,AP Top 25,Oklahoma State,5,2.0
2011,13,regular,AP Top 25,Oregon,9,2.0
2011,13,regular,AP Top 25,Penn State,20,2.0
2011,13,regular,AP Top 25,South Carolina,14,2.0
2011,13,regular,AP Top 25,Stanford,4,2.0
2011,13,regular,AP Top 25,TCU,19,2.0
2011,13,regular,AP Top 25,USC,10,2.0
2011,13,regular,AP Top 25,Virginia,24,2.0
2011,13,regular,AP Top 25,Virginia Tech,6,2.0
2011,13,regular,AP Top 25,Wisconsin,15,2.0
2011,14,regular,AP Top 25,Alabama,2,2.0
2011,14,regular,AP Top 25,Arkansas,6,2.0
2011,14,regular,AP Top 25,Baylor,19,2.0
2011,14,regular,AP Top 25,Boise State,9,2.0
2011,14,regular,AP Top 25,Clemson,21,2.0
2011,14,regular,AP Top 25,Florida State,25,2.0
2011,14,regular,AP Top 25,Georgia,12,2.0
2011,14,regular,AP Top 25,Houston,7,2.0
2011,14,regular,AP Top 25,Kansas State,16,2.0
2011,14,regular,AP Top 25,LSU,1,2.0
2011,14,regular,AP Top 25,Michigan,17,2.0
2011,14,regular,AP Top 25,Michigan State,11,2.0
2011,14,regular,AP Top 25,Nebraska,20,2.0
2011,14,regular,AP Top 25,Oklahoma,13,2.0
2011,14,regular,AP Top 25,Oklahoma State,3,2.0
2011,14,regular,AP Top 25,Oregon,8,2.0
2011,14,regular,AP Top 25,Penn State,23,2.0
2011,14,regular,AP Top 25,South Carolina,14,2.0
2011,14,regular,AP Top 25,Southern Miss,24,2.0
2011,14,regular,AP Top 25,Stanford,4,2.0
2011,14,regular,AP Top 25,TCU,18,2.0
2011,14,regular,AP Top 25,USC,9,2.0
2011,14,regular,AP Top 25,Virginia Tech,5,2.0
2011,14,regular,AP Top 25,West Virginia,22,2.0
2011,14,regular,AP Top 25,Wisconsin,15,2.0
2011,15,regular,AP Top 25,Alabama,2,2.0
2011,15,regular,AP Top 25,Arkansas,7,2.0
2011,15,regular,AP Top 25,Baylor,15,2.0
2011,15,regular,AP Top 25,Boise State,8,2.0
2011,15,regular,AP Top 25,Clemson,14,2.0
2011,15,regular,AP Top 25,Florida State,25,2.0
2011,15,regular,AP Top 25,Georgia,18,2.0
2011,15,regular,AP Top 25,Houston,20,2.0
2011,15,regular,AP Top 25,Kansas State,11,2.0
2011,15,regular,AP Top 25,LSU,1,2.0
2011,15,regular,AP Top 25,Michigan,13,2.0
2011,15,regular,AP Top 25,Michigan State,12,2.0
2011,15,regular,AP Top 25,Nebraska,21,2.0
2011,15,regular,AP Top 25,Oklahoma,19,2.0
2011,15,regular,AP Top 25,Oklahoma State,3,2.0
2011,15,regular,AP Top 25,Oregon,6,2.0
2011,15,regular,AP Top 25,Penn State,24,2.0
2011,15,regular,AP Top 25,South Carolina,10,2.0
2011,15,regular,AP Top 25,Southern Miss,22,2.0
2011,15,regular,AP Top 25,Stanford,4,2.0
2011,15,regular,AP Top 25,TCU,16,2.0
2011,15,regular,AP Top 25,USC,5,2.0
2011,15,regular,AP Top 25,Virginia Tech,17,2.0
2011,15,regular,AP Top 25,West Virginia,23,2.0
2011,15,regular,AP Top 25,Wisconsin,9,2.0
2012,1,postseason,AP Top 25,Alabama,1,2.0
2012,1,postseason,AP Top 25,Boise State,18,2.0
2012,1,postseason,AP Top 25,Clemson,11,2.0
2012,1,postseason,AP Top 25,Florida,9,2.0
2012,1,postseason,AP Top 25,Florida State,10,2.0
2012,1,postseason,AP Top 25,Georgia,5,2.0
2012,1,postseason,AP Top 25,Kansas State,12,2.0
2012,1,postseason,AP Top 25,LSU,14,2.0
2012,1,postseason,AP Top 25,Louisville,13,2.0
2012,1,postseason,AP Top 25,Michigan,24,2.0
2012,1,postseason,AP Top 25,Nebraska,25,2.0
2012,1,postseason,AP Top 25,Northern Illinois,22,2.0
2012,1,postseason,AP Top 25,Northwestern,17,2.0
2012,1,postseason,AP Top 25,Notre Dame,4,2.0
2012,1,postseason,AP Top 25,Ohio State,3,2.0
2012,1,postseason,AP Top 25,Oklahoma,15,2.0
2012,1,postseason,AP Top 25,Oregon,2,2.0
2012,1,postseason,AP Top 25,Oregon State,20,2.0
2012,1,postseason,AP Top 25,San José State,21,2.0
2012,1,postseason,AP Top 25,South Carolina,8,2.0
2012,1,postseason,AP Top 25,Stanford,7,2.0
2012,1,postseason,AP Top 25,Texas,19,2.0
2012,1,postseason,AP Top 25,Texas A&M,5,2.0
2012,1,postseason,AP Top 25,Utah State,16,2.0
2012,1,postseason,AP Top 25,Vanderbilt,23,2.0
2012,1,regular,AP Top 25,Alabama,2,2.0
2012,1,regular,AP Top 25,Arkansas,10,2.0
2012,1,regular,AP Top 25,Boise State,24,2.0
2012,1,regular,AP Top 25,Clemson,14,2.0
2012,1,regular,AP Top 25,Florida,23,2.0
2012,1,regular,AP Top 25,Florida State,7,2.0
2012,1,regular,AP Top 25,Georgia,6,2.0
2012,1,regular,AP Top 25,Kansas State,22,2.0
2012,1,regular,AP Top 25,LSU,3,2.0
2012,1,regular,AP Top 25,Louisville,25,2.0
2012,1,regular,AP Top 25,Michigan,8,2.0
2012,1,regular,AP Top 25,Michigan State,13,2.0
2012,1,regular,AP Top 25,Nebraska,17,2.0
2012,1,regular,AP Top 25,Ohio State,18,2.0
2012,1,regular,AP Top 25,Oklahoma,4,2.0
2012,1,regular,AP Top 25,Oklahoma State,19,2.0
2012,1,regular,AP Top 25,Oregon,5,2.0
2012,1,regular,AP Top 25,South Carolina,9,2.0
2012,1,regular,AP Top 25,Stanford,21,2.0
2012,1,regular,AP Top 25,TCU,20,2.0
2012,1,regular,AP Top 25,Texas,15,2.0
2012,1,regular,AP Top 25,USC,1,2.0
2012,1,regular,AP Top 25,Virginia Tech,16,2.0
2012,1,regular,AP Top 25,West Virginia,11,2.0
2012,1,regular,AP Top 25,Wisconsin,12,2.0
2012,2,regular,AP Top 25,Alabama,1,2.0
2012,2,regular,AP Top 25,Arkansas,8,2.0
2012,2,regular,AP Top 25,Clemson,12,2.0
2012,2,regular,AP Top 25,Florida,24,2.0
2012,2,regular,AP Top 25,Florida State,6,2.0
2012,2,regular,AP Top 25,Georgia,7,2.0
2012,2,regular,AP Top 25,Kansas State,21,2.0
2012,2,regular,AP Top 25,LSU,3,2.0
2012,2,regular,AP Top 25,Louisville,23,2.0
2012,2,regular,AP Top 25,Michigan,19,2.0
2012,2,regular,AP Top 25,Michigan State,11,2.0
2012,2,regular,AP Top 25,Nebraska,16,2.0
2012,2,regular,AP Top 25,Notre Dame,22,2.0
2012,2,regular,AP Top 25,Ohio State,14,2.0
2012,2,regular,AP Top 25,Oklahoma,5,2.0
2012,2,regular,AP Top 25,Oklahoma State,18,2.0
2012,2,regular,AP Top 25,Oregon,4,2.0
2012,2,regular,AP Top 25,South Carolina,9,2.0
2012,2,regular,AP Top 25,Stanford,25,2.0
2012,2,regular,AP Top 25,TCU,20,2.0
2012,2,regular,AP Top 25,Texas,17,2.0
2012,2,regular,AP Top 25,USC,2,2.0
2012,2,regular,AP Top 25,Virginia Tech,15,2.0
2012,2,regular,AP Top 25,West Virginia,9,2.0
2012,2,regular,AP Top 25,Wisconsin,13,2.0
2012,3,regular,AP Top 25,Alabama,1,2.0
2012,3,regular,AP Top 25,Arizona,24,2.0
2012,3,regular,AP Top 25,BYU,25,2.0
2012,3,regular,AP Top 25,Clemson,11,2.0
2012,3,regular,AP Top 25,Florida,18,2.0
2012,3,regular,AP Top 25,Florida State,5,2.0
2012,3,regular,AP Top 25,Georgia,7,2.0
2012,3,regular,AP Top 25,Kansas State,15,2.0
2012,3,regular,AP Top 25,LSU,3,2.0
2012,3,regular,AP Top 25,Louisville,19,2.0
2012,3,regular,AP Top 25,Michigan,17,2.0
2012,3,regular,AP Top 25,Michigan State,10,2.0
2012,3,regular,AP Top 25,Notre Dame,20,2.0
2012,3,regular,AP Top 25,Ohio State,12,2.0
2012,3,regular,AP Top 25,Oklahoma,5,2.0
2012,3,regular,AP Top 25,Oregon,4,2.0
2012,3,regular,AP Top 25,South Carolina,8,2.0
2012,3,regular,AP Top 25,Stanford,21,2.0
2012,3,regular,AP Top 25,TCU,16,2.0
2012,3,regular,AP Top 25,Tennessee,23,2.0
2012,3,regular,AP Top 25,Texas,14,2.0
2012,3,regular,AP Top 25,UCLA,22,2.0
2012,3,regular,AP Top 25,USC,2,2.0
2012,3,regular,AP Top 25,Virginia Tech,13,2.0
2012,3,regular,AP Top 25,West Virginia,9,2.0
2012,4,regular,AP Top 25,Alabama,1,2.0
2012,4,regular,AP Top 25,Arizona,22,2.0
2012,4,regular,AP Top 25,Boise State,24,2.0
2012,4,regular,AP Top 25,Clemson,10,2.0
2012,4,regular,AP Top 25,Florida,14,2.0
2012,4,regular,AP Top 25,Florida State,4,2.0
2012,4,regular,AP Top 25,Georgia,5,2.0
2012,4,regular,AP Top 25,Kansas State,15,2.0
2012,4,regular,AP Top 25,LSU,2,2.0
2012,4,regular,AP Top 25,Louisville,20,2.0
2012,4,regular,AP Top 25,Michigan,18,2.0
2012,4,regular,AP Top 25,Michigan State,21,2.0
2012,4,regular,AP Top 25,Mississippi State,23,2.0
2012,4,regular,AP Top 25,Nebraska,25,2.0
2012,4,regular,AP Top 25,Notre Dame,11,2.0
2012,4,regular,AP Top 25,Ohio State,16,2.0
2012,4,regular,AP Top 25,Oklahoma,6,2.0
2012,4,regular,AP Top 25,Oregon,3,2.0
2012,4,regular,AP Top 25,South Carolina,7,2.0
2012,4,regular,AP Top 25,Stanford,9,2.0
2012,4,regular,AP Top 25,TCU,17,2.0
2012,4,regular,AP Top 25,Texas,12,2.0
2012,4,regular,AP Top 25,UCLA,19,2.0
2012,4,regular,AP Top 25,USC,13,2.0
2012,4,regular,AP Top 25,West Virginia,8,2.0
2012,5,regular,AP Top 25,Alabama,1,2.0
2012,5,regular,AP Top 25,Baylor,25,2.0
2012,5,regular,AP Top 25,Boise State,24,2.0
2012,5,regular,AP Top 25,Clemson,17,2.0
2012,5,regular,AP Top 25,Florida,11,2.0
2012,5,regular,AP Top 25,Florida State,4,2.0
2012,5,regular,AP Top 25,Georgia,5,2.0
2012,5,regular,AP Top 25,Kansas State,7,2.0
2012,5,regular,AP Top 25,LSU,3,2.0
2012,5,regular,AP Top 25,Louisville,19,2.0
2012,5,regular,AP Top 25,Michigan State,20,2.0
2012,5,regular,AP Top 25,Mississippi State,21,2.0
2012,5,regular,AP Top 25,Nebraska,22,2.0
2012,5,regular,AP Top 25,Notre Dame,10,2.0
2012,5,regular,AP Top 25,Ohio State,14,2.0
2012,5,regular,AP Top 25,Oklahoma,16,2.0
2012,5,regular,AP Top 25,Oregon,2,2.0
2012,5,regular,AP Top 25,Oregon State,18,2.0
2012,5,regular,AP Top 25,Rutgers,23,2.0
2012,5,regular,AP Top 25,South Carolina,6,2.0
2012,5,regular,AP Top 25,Stanford,8,2.0
2012,5,regular,AP Top 25,TCU,15,2.0
2012,5,regular,AP Top 25,Texas,12,2.0
2012,5,regular,AP Top 25,USC,13,2.0
2012,5,regular,AP Top 25,West Virginia,9,2.0
2012,6,regular,AP Top 25,Alabama,1,2.0
2012,6,regular,AP Top 25,Clemson,15,2.0
2012,6,regular,AP Top 25,Florida,10,2.0
2012,6,regular,AP Top 25,Florida State,3,2.0
2012,6,regular,AP Top 25,Georgia,5,2.0
2012,6,regular,AP Top 25,Kansas State,7,2.0
2012,6,regular,AP Top 25,LSU,4,2.0
2012,6,regular,AP Top 25,Louisville,19,2.0
2012,6,regular,AP Top 25,Mississippi State,20,2.0
2012,6,regular,AP Top 25,Nebraska,21,2.0
2012,6,regular,AP Top 25,Northwestern,24,2.0
2012,6,regular,AP Top 25,Notre Dame,9,2.0
2012,6,regular,AP Top 25,Ohio State,12,2.0
2012,6,regular,AP Top 25,Oklahoma,17,2.0
2012,6,regular,AP Top 25,Oregon,2,2.0
2012,6,regular,AP Top 25,Oregon State,14,2.0
2012,6,regular,AP Top 25,Rutgers,22,2.0
2012,6,regular,AP Top 25,South Carolina,6,2.0
2012,6,regular,AP Top 25,Stanford,18,2.0
2012,6,regular,AP Top 25,TCU,15,2.0
2012,6,regular,AP Top 25,Texas,11,2.0
2012,6,regular,AP Top 25,UCLA,25,2.0
2012,6,regular,AP Top 25,USC,13,2.0
2012,6,regular,AP Top 25,Washington,23,2.0
2012,6,regular,AP Top 25,West Virginia,8,2.0
2012,7,regular,AP Top 25,Alabama,1,2.0
2012,7,regular,AP Top 25,Boise State,24,2.0
2012,7,regular,AP Top 25,Cincinnati,21,2.0
2012,7,regular,AP Top 25,Clemson,16,2.0
2012,7,regular,AP Top 25,Florida,4,2.0
2012,7,regular,AP Top 25,Florida State,12,2.0
2012,7,regular,AP Top 25,Georgia,14,2.0
2012,7,regular,AP Top 25,Kansas State,6,2.0
2012,7,regular,AP Top 25,LSU,9,2.0
2012,7,regular,AP Top 25,Louisiana Tech,23,2.0
2012,7,regular,AP Top 25,Louisville,18,2.0
2012,7,regular,AP Top 25,Michigan,25,2.0
2012,7,regular,AP Top 25,Mississippi State,19,2.0
2012,7,regular,AP Top 25,Notre Dame,7,2.0
2012,7,regular,AP Top 25,Ohio State,8,2.0
2012,7,regular,AP Top 25,Oklahoma,13,2.0
2012,7,regular,AP Top 25,Oregon,2,2.0
2012,7,regular,AP Top 25,Oregon State,10,2.0
2012,7,regular,AP Top 25,Rutgers,20,2.0
2012,7,regular,AP Top 25,South Carolina,3,2.0
2012,7,regular,AP Top 25,Stanford,17,2.0
2012,7,regular,AP Top 25,Texas,15,2.0
2012,7,regular,AP Top 25,Texas A&M,22,2.0
2012,7,regular,AP Top 25,USC,11,2.0
2012,7,regular,AP Top 25,West Virginia,5,2.0
2012,8,regular,AP Top 25,Alabama,1,2.0
2012,8,regular,AP Top 25,Boise State,24,2.0
2012,8,regular,AP Top 25,Cincinnati,21,2.0
2012,8,regular,AP Top 25,Clemson,14,2.0
2012,8,regular,AP Top 25,Florida,3,2.0
2012,8,regular,AP Top 25,Florida State,12,2.0
2012,8,regular,AP Top 25,Georgia,13,2.0
2012,8,regular,AP Top 25,Kansas State,4,2.0
2012,8,regular,AP Top 25,LSU,6,2.0
2012,8,regular,AP Top 25,Louisville,16,2.0
2012,8,regular,AP Top 25,Michigan,23,2.0
2012,8,regular,AP Top 25,Mississippi State,15,2.0
2012,8,regular,AP Top 25,Notre Dame,5,2.0
2012,8,regular,AP Top 25,Ohio,25,2.0
2012,8,regular,AP Top 25,Ohio State,7,2.0
2012,8,regular,AP Top 25,Oklahoma,10,2.0
2012,8,regular,AP Top 25,Oregon,2,2.0
2012,8,regular,AP Top 25,Oregon State,8,2.0
2012,8,regular,AP Top 25,Rutgers,19,2.0
2012,8,regular,AP Top 25,South Carolina,9,2.0
2012,8,regular,AP Top 25,Stanford,22,2.0
2012,8,regular,AP Top 25,Texas A&M,20,2.0
2012,8,regular,AP Top 25,Texas Tech,18,2.0
2012,8,regular,AP Top 25,USC,11,2.0
2012,8,regular,AP Top 25,West Virginia,17,2.0
2012,9,regular,AP Top 25,Alabama,1,2.0
2012,9,regular,AP Top 25,Boise State,21,2.0
2012,9,regular,AP Top 25,Clemson,14,2.0
2012,9,regular,AP Top 25,Florida,3,2.0
2012,9,regular,AP Top 25,Florida State,11,2.0
2012,9,regular,AP Top 25,Georgia,12,2.0
2012,9,regular,AP Top 25,Kansas State,4,2.0
2012,9,regular,AP Top 25,LSU,6,2.0
2012,9,regular,AP Top 25,Louisiana Tech,24,2.0
2012,9,regular,AP Top 25,Louisville,16,2.0
2012,9,regular,AP Top 25,Michigan,20,2.0
2012,9,regular,AP Top 25,Mississippi State,13,2.0
2012,9,regular,AP Top 25,Notre Dame,5,2.0
2012,9,regular,AP Top 25,Ohio,23,2.0
2012,9,regular,AP Top 25,Ohio State,9,2.0
2012,9,regular,AP Top 25,Oklahoma,8,2.0
2012,9,regular,AP Top 25,Oregon,2,2.0
2012,9,regular,AP Top 25,Oregon State,7,2.0
2012,9,regular,AP Top 25,Rutgers,18,2.0
2012,9,regular,AP Top 25,South Carolina,17,2.0
2012,9,regular,AP Top 25,Stanford,19,2.0
2012,9,regular,AP Top 25,Texas A&M,22,2.0
2012,9,regular,AP Top 25,Texas Tech,15,2.0
2012,9,regular,AP Top 25,USC,10,2.0
2012,9,regular,AP Top 25,West Virginia,25,2.0
